Best Overall Rating,Body Type,Club,Height,Height - Split 1,Height - Split 1 (bin),Joined,Kit Number,Loaned From,Name,Nationality,Position,Preferred Foot,Release Clause,Value (bin),Weight,Weight - Split 1,Weight - Split 1 (bin),Work Rate,Age,Contract Valid Until,International Reputation,Player Score Overall,Potential,Skill Moves,Special,Value,Wage,Weak Foot
,Normal (170-185),Brøndby IF,182cm,182,180,"Jan 31, 2022",6,,J. Bell,New Zealand,Midfielder,Right,€2.5M,0,77kg,77,75,Medium/ Medium,23,2026,1,69,74,3,1889,1.9,6,4
,Stocky (170-185),West Bromwich Albion,180cm,180,180,"Jan 20, 2017",8,,J. Livermore,England,Midfielder,Right,€2.3M,0,74kg,74,70,Medium/ Medium,32,2023,1,71,71,3,1889,1.2,20,2
,Normal (170-185),Shenzhen FC,178cm,178,175,"Jul 23, 2020",21,,Jiang Zhipeng,China PR,Defender,Left,€1.3M,0,75kg,75,75,High/ High,33,2023,1,70,70,3,1889,0.825,7,2
,Stocky (170-),Atlanta United,170cm,170,170,"Mar 22, 2017",7,,J. Martínez,Venezuela,Forward,Right,€21M,9,69kg,69,65,Medium/ Low,29,2023,2,78,78,3,1889,14,12,4
,Normal (170-185),Genoa,183cm,183,180,"Jan 3, 2022",36,,S. Hefti,Switzerland,Defender,Right,€10.1M,0,80kg,80,80,High/ High,24,2025,1,74,79,2,1889,6,4,3
,Lean (170-185),Málaga CF,172cm,172,170,"Jul 4, 2022",10,,Aleix Febas,Spain,Midfielder,Right,€2.9M,0,64kg,64,60,Medium/ Medium,26,2025,1,69,72,4,1889,1.8,5,3
,Normal (170-185),OGC Nice,173cm,173,170,"Jul 31, 2021",26,,M. Bard,France,Defender,Left,€23.1M,9,65kg,65,65,Medium/ Medium,21,2026,1,75,82,3,1888,11,24,3
,Normal (170-185),U.C. Sampdoria,178cm,178,175,"Aug 1, 2018",14,,Ronaldo Vieira,England,Midfielder,Right,€4.9M,0,70kg,70,70,Medium/ Medium,23,2023,1,71,76,3,1888,2.6,10,3
,Normal (170-185),Deportivo Cali,180cm,180,180,"Aug 6, 2021",29,,T. Gutiérrez,Colombia,Midfielder,Right,€2.6M,0,87kg,87,85,High/ Low,37,2023,1,75,75,4,1888,1.9,4,3
,Stocky (185+),VfL Bochum 1848,188cm,188,185,,38,"<a href=""/team/166/hertha-bsc/"">Hertha BSC</a>",22 E. Löwen,Germany,Midfielder,Right,,0,91kg,91,90,Medium/ High,24,,1,70,75,3,1888,2.4,19,4
,Normal (170-185),Club Atlético Banfield,174cm,174,170,"Aug 25, 2021",5,,N. Domingo,Argentina,Midfielder,Right,€900K,0,70kg,70,70,Low/ High,37,2022,1,73,73,3,1887,0.6,9,3
,Stocky (185+),Club Atlético Colón,189cm,189,185,"Oct 21, 2019",30,,S. Pierotti,Argentina,Midfielder,Right,€5.4M,0,83kg,83,80,High/ Medium,21,2022,1,70,77,3,1887,3.2,6,3
,Lean (185+),BSC Young Boys,185cm,185,185,"Jun 20, 2017",16,,C. Fassnacht,Switzerland,Midfielder,Right,€11.3M,0,77kg,77,75,High/ Medium,28,2023,1,76,76,3,1887,7.5,24,3
,Lean (170-185),Hibernian,172cm,172,170,"Aug 8, 2022",77,,M. Boyle,Australia,Midfielder,Right,€3.3M,0,70kg,70,70,High/ Medium,29,2025,1,71,71,3,1886,1.9,7,3
,Lean (170-185),Barcelona Sporting Club,174cm,174,170,"Jan 1, 2020",22,,Leonai,Brazil,Midfielder,Right,€4.1M,0,73kg,73,70,Medium/ High,27,2022,1,70,73,2,1886,1.8,0.7,3
,Stocky (170-185),Seattle Sounders FC,183cm,183,180,"Jan 21, 2016",13,,J. Morris,United States,Midfielder,Right,€3.8M,0,85kg,85,85,High/ Medium,27,2022,2,72,72,3,1886,2.5,7,2
,Normal (170-185),Cruzeiro,172cm,172,170,"Feb 11, 2015",10,,16 G. De Arrascaeta,Uruguay,Midfielder,Right,,0,67kg,67,65,Medium/ Low,21,2019,1,73,82,4,1886,4.5,45,5
,Normal (170-185),Real Sporting de Gijón,181cm,181,180,"Jan 26, 2022",19,,J. Otero,Colombia,Forward,Right,€5.1M,0,74kg,74,70,Medium/ Low,27,2025,1,73,73,4,1886,3.2,9,3
,Normal (185+),West Ham United,190cm,190,190,"Aug 28, 2021",4,,K. Zouma,France,Defender,Right,€44.4M,17,95kg,95,95,Medium/ Medium,27,2025,2,80,82,2,1886,22.5,70,3
,Normal (185+),Club Athletico Paranaense,185cm,185,185,"Jun 20, 2022",6,,Josué Chiamulera,Brazil,Defender,Right,€47.5M,17,80kg,80,80,Medium/ Medium,30,2025,1,82,82,2,1885,25,23,3
,Normal (170-185),Panathinaikos FC,178cm,178,175,"Jul 14, 2021",4,,Rubén Pérez,Spain,Midfielder,Right,€6.2M,0,72kg,72,70,Medium/ Medium,33,2023,1,75,75,2,1885,2.8,0.85,3
,Lean (170-185),Parma,183cm,183,180,"Jan 29, 2021",98,,D. Man,Romania,Midfielder,Left,€7.6M,0,82kg,82,80,Medium/ Medium,23,2025,1,71,80,4,1885,4.2,3,3
,Stocky (170-),Argentinos Juniors,169cm,169,165,"Feb 5, 2022",14,,L. Sánchez,Argentina,Defender,Right,€1.7M,0,66kg,66,65,Medium/ Medium,28,2023,1,68,68,2,1885,1.1,6,3
,Normal (170-185),FC Dallas,173cm,173,170,"Sep 8, 2016",19,,P. Pomykal,United States,Midfielder,Left,€5.3M,0,73kg,73,70,High/ Medium,22,2023,1,69,80,2,1885,3.1,4,3
,Normal (170-185),Boca Juniors,183cm,183,180,"Nov 1, 2007",10,,14 J. Riquelme,Argentina,Midfielder,Right,,0,79kg,79,75,High/ Low,35,2014,3,79,79,4,1885,2.5,80,4
,Stocky (170-185),Legia Warszawa,174cm,174,170,"Jul 1, 2021",27,,Josué,Portugal,Midfielder,Left,€2.6M,0,68kg,68,65,Low/ Low,31,2023,1,72,72,4,1885,1.9,8,2
,Lean (170-185),TSG Hoffenheim,175cm,175,175,"Aug 15, 2019",18,,D. Samassékou,Mali,Midfielder,Right,€16M,9,70kg,70,70,Low/ High,26,2024,2,76,79,3,1885,9,29,3
,Normal (170-185),,176cm,176,175,,19,,21 A. Said,Egypt,Midfielder,Right,,0,72kg,72,70,Medium/ Medium,34,,1,72,72,3,1885,0,0,4
,Normal (170-185),Estudiantes de La Plata,171cm,171,170,"Jan 8, 2019",20,,M. Castro,Uruguay,Midfielder,Right,€5.7M,0,73kg,73,70,High/ Medium,26,2022,1,73,74,3,1885,3.6,12,3
,Normal (170-185),SC Heerenveen,177cm,177,175,"Jan 31, 2022",33,,T. Haye,Netherlands,Midfielder,Right,€4.1M,0,74kg,74,70,Medium/ Low,27,2024,1,72,73,3,1885,2.7,7,4
,Normal (170-185),LA Galaxy,175cm,175,175,"Jan 21, 2020",14,,J. Hernández,Mexico,Forward,Right,€12.8M,0,73kg,73,70,Medium/ Low,34,2022,3,79,79,3,1884,8.5,13,3
,Lean (170-185),CD Leganés,181cm,181,180,"Aug 30, 2021",18,,Rubén Pardo,Spain,Midfielder,Right,€2.5M,0,69kg,69,65,Medium/ Medium,29,2023,2,70,70,3,1884,1.6,8,4
,Normal (170-),Royal Antwerp FC,167cm,167,165,"Jul 1, 2020",19,,K. Miyoshi,Japan,Forward,Left,€3.9M,0,62kg,62,60,High/ High,25,2023,1,71,74,4,1884,2.5,14,3
,Normal (185+),Torino F.C.,187cm,187,185,"Aug 27, 2020",27,,M. Vojvoda,Kosovo,Midfielder,Right,€7.4M,0,78kg,78,75,Medium/ Medium,27,2024,1,74,74,3,1884,4.1,32,4
,Lean (185+),Real Oviedo,185cm,185,185,"Jul 1, 2019",10,,Borja Sánchez,Spain,Midfielder,Right,€8.4M,0,80kg,80,80,Medium/ Medium,26,2025,1,74,75,4,1884,5,10,4
,Lean (170-185),Burnley,174cm,174,170,"Jun 26, 2022",11,,S. Twine,England,Midfielder,Right,€8M,0,69kg,69,65,High/ High,22,2026,1,71,78,3,1884,3.8,25,4
,Normal (170-185),San Lorenzo de Almagro,174cm,174,170,,10,"<a href=""/team/101088/velez-sarsfield/"">Vélez Sarsfield</a>",22 R. Centurión,Argentina,Midfielder,Right,,0,71kg,71,70,Medium/ Low,28,,1,73,73,5,1884,3.1,15,4
,Lean (170-185),Al Faisaly,182cm,182,180,"Sep 19, 2015",20,,16 Javier Balboa,Equatorial Guinea,Midfielder,Right,,0,74kg,74,70,Medium/ Low,30,2021,1,69,69,3,1883,0.95,10,3
,Normal (170-185),Flamengo,172cm,172,170,"Jun 20, 2022",11,,Jonatão Praz,Brazil,Forward,Left,€29.7M,9,70kg,70,70,High/ Low,22,2025,1,78,78,4,1883,16.5,38,4
,Lean (185+),FC Porto,187cm,187,185,"Jan 8, 2019",3,,Pepe,Portugal,Defender,Right,€9.2M,0,79kg,79,75,Medium/ High,39,2023,4,81,81,2,1883,4.6,12,3
,Stocky (170-185),AEK Athens,182cm,182,180,"Sep 16, 2020",7,,L. García,Trinidad and Tobago,Forward,Left,€25M,9,78kg,78,75,High/ Medium,24,2025,1,76,80,4,1883,11,1,3
,Normal (170-185),Club Atlético Peñarol,183cm,183,180,"Jan 22, 2020",24,,21 G. Kagelmacher,Uruguay,Defender,Right,€2.2M,0,76kg,76,75,Medium/ High,32,2021,1,70,70,2,1883,1,0.7,2
,Lean (170-185),AC Ajaccio,181cm,181,180,"Oct 7, 2020",8,,V. Marchetti,France,Midfielder,Left,€4.6M,0,71kg,71,70,Medium/ Medium,24,2023,1,70,75,3,1882,2.2,9,3
,Normal (170-185),SK Sturm Graz,180cm,180,180,"Jul 5, 2021",8,,A. Prass,Austria,Midfielder,Left,€4.6M,0,72kg,72,70,Medium/ Medium,21,2025,1,68,77,2,1882,2.7,7,3
,Normal (170-),Deportivo Cali,169cm,169,165,"Jul 21, 2018",21,,K. Velasco,Colombia,Defender,Left,€5.7M,0,70kg,70,70,Medium/ Medium,25,2022,1,73,76,3,1882,4,4,2
,Lean (170-185),Wolverhampton Wanderers,180cm,180,180,"Jul 9, 2021",3,,R. Aït Nouri,France,Defender,Left,€33.6M,9,70kg,70,70,High/ Medium,21,2026,1,76,86,3,1882,16,43,3
,Lean (170-185),Rayo Vallecano,184cm,184,180,"Jul 1, 2016",6,,Santi Comesaña,Spain,Midfielder,Right,€18.4M,0,75kg,75,75,Medium/ Medium,25,2023,1,75,81,3,1882,8,17,4
,Normal (170-185),Deportivo La Guaira FC,176cm,176,175,"Jul 1, 2017",24,,Y. Cumaná,Venezuela,Midfielder,Left,€3.3M,0,70kg,70,70,High/ Medium,26,2022,1,68,71,4,1882,1.5,0.5,3
,Normal (170-),Spezia,168cm,168,165,"Jul 4, 2021",10,,D. Verde,Italy,Midfielder,Left,€12.2M,0,64kg,64,60,Medium/ Low,26,2025,1,75,76,4,1882,6.5,19,3
,Normal (170-185),Ternana,183cm,183,180,"Aug 23, 2021",87,,B. Martella,Italy,Defender,Left,€2.5M,0,80kg,80,80,High/ Medium,29,2024,1,71,71,3,1882,1.6,4,2
,Normal (185+),VfB Stuttgart,189cm,189,185,"Aug 13, 2019",14,,Silas,Congo DR,Midfielder,Right,€23M,9,82kg,82,80,High/ Medium,23,2024,1,75,82,5,1882,11.5,20,2
,Normal (170-185),Sport-Club Freiburg,172cm,172,170,"Jul 5, 2022",42,,R. Doan,Japan,Midfielder,Left,€31.4M,9,70kg,70,70,Medium/ Medium,24,2024,1,77,83,4,1881,16.5,25,3
,Normal (185+),Jiangsu FC,186cm,186,185,"Jul 26, 2019",13,,21 Miranda,Brazil,Defender,Right,€8.5M,0,80kg,80,80,Medium/ Medium,35,2021,3,80,80,3,1881,5.5,18,3
,Normal (185+),Shanghai Port FC,185cm,185,185,,5,,Zhang Linpeng,China PR,Defender,Right,€1.4M,0,80kg,80,80,High/ High,33,,1,71,71,3,1881,0.9,11,3
,Normal (170-185),Mazatlán Futbol Club,172cm,172,170,"Jan 1, 2022",35,,22 J. Intriago,Ecuador,Midfielder,Right,€3.6M,0,70kg,70,70,Medium/ Medium,25,2022,1,69,74,3,1881,2,7,4
,Lean (170-185),Leeds United,184cm,184,180,"Jul 1, 2022",8,,Marc Roca,Spain,Midfielder,Left,€17.8M,9,77kg,77,75,Medium/ Medium,25,2026,1,76,79,3,1881,9,33,3
,Normal (170-185),Al Ain FC,181cm,181,180,"Aug 24, 2021",21,,S. Rahimi,Morocco,Midfielder,Right,€14.8M,0,76kg,76,75,High/ Medium,26,2025,1,75,76,4,1881,6.5,1,4
,Lean (185+),Sevilla FC,188cm,188,185,"Jan 16, 2020",15,,Y. En-Nesyri,Morocco,Forward,Left,€68.5M,26,78kg,78,75,High/ High,25,2025,2,80,85,3,1881,31.5,35,3
,Normal (170-185),Reading,180cm,180,180,"Jul 1, 2018",17,,A. Yiadom,Ghana,Defender,Right,€3.8M,0,75kg,75,75,High/ High,30,2025,1,72,72,3,1880,2,14,3
,Normal (185+),Aytemiz Alanyaspor,185cm,185,185,"Jul 6, 2022",29,,J. Balkovec,Slovenia,Defender,Left,€4.2M,0,74kg,74,70,High/ Medium,27,2024,1,71,72,2,1880,2,13,3
,Normal (170-),Chicago Fire Football Club,170cm,170,170,"May 1, 2022",7,,J. Torres,Mexico,Midfielder,Right,€3.1M,0,71kg,71,70,High/ Medium,22,2025,1,66,76,2,1880,1.9,2,3
,Normal (185+),RC Strasbourg Alsace,197cm,197,195,"Jul 1, 2018",25,,L. Ajorque,France,Forward,Left,€34.2M,17,92kg,92,90,High/ High,28,2024,2,79,79,3,1880,18,36,3
,Stocky (170-185),FC Viktoria Plzeň,171cm,171,170,"Jun 21, 2022",6,,V. Pilař,Czech Republic,Midfielder,Right,€5.7M,0,71kg,71,70,High/ Medium,33,2023,1,74,74,3,1880,2.6,1,4
,Normal (170-185),AS Saint-Étienne,181cm,181,180,"Jul 20, 2022",22,,V. Lobry,France,Midfielder,Left,€3M,0,72kg,72,70,Medium/ Medium,27,2024,1,69,70,2,1880,1.6,5,3
,Normal (185+),Argentinos Juniors,188cm,188,185,"Jul 29, 2020",9,,G. Ávalos,Paraguay,Forward,Right,€5.4M,0,91kg,91,90,High/ Medium,31,2023,1,74,74,3,1880,3.6,14,4
,Normal (170-185),Deportivo Alavés,176cm,176,175,"Jul 6, 2018",23,,22 Ximo Navarro,Spain,Defender,Right,€6.5M,0,75kg,75,75,Medium/ Medium,31,2022,1,74,74,3,1879,3.1,19,3
,Stocky (170-),Montevideo Wanderers,168cm,168,165,"Jan 7, 2022",19,,C. Bravo,Chile,Midfielder,Right,€2.6M,0,65kg,65,65,High/ Medium,28,2022,1,68,68,3,1879,1.2,0.5,3
,Normal (170-185),1. FC Saarbrücken,174cm,174,170,"Jul 1, 2022",31,,R. Neudecker,Germany,Midfielder,Left,€2.1M,0,72kg,72,70,High/ Low,25,2024,1,67,71,3,1879,1.4,3,3
,Normal (170-185),Alianza Petrolera,176cm,176,175,"Jan 11, 2020",1,,20 J. Hernández,Colombia,Midfielder,Right,€574K,0,73kg,73,70,Medium/ High,33,2024,1,68,68,3,1879,0.425,1,3
,Normal (170-),Unión Española,169cm,169,165,"Jul 1, 2017",8,,22 F. Méndez,Chile,Midfielder,Right,€10.1M,0,73kg,73,70,High/ High,21,2024,1,73,83,3,1879,6.5,4,3
,Lean (170-185),Valencia CF,182cm,182,180,"Jul 12, 2022",11,,Samu Castillejo,Spain,Midfielder,Left,€12.6M,0,67kg,67,65,High/ Medium,27,2025,2,75,75,4,1879,6,30,2
,Normal (185+),Borussia Dortmund,187cm,187,185,"Aug 8, 2022",20,,A. Modeste,France,Forward,Right,€14.5M,0,84kg,84,80,Medium/ Low,34,2023,2,79,79,3,1878,8.5,53,4
,Normal (170-185),PSV,183cm,183,180,"Jul 27, 2016",3,,J. Teze,Netherlands,Defender,Right,€32M,17,68kg,68,65,Medium/ Medium,22,2025,1,77,84,2,1878,20,15,3
,Lean (170-185),AJ Auxerre,176cm,176,175,"Apr 16, 2018",22,,H. Sakhi,Morocco,Midfielder,Right,€5M,0,72kg,72,70,High/ Low,26,2023,1,71,74,4,1878,2.4,12,3
,Lean (170-185),Real Valladolid CF,173cm,173,170,"Jul 1, 2017",19,,Toni Villa,Spain,Midfielder,Right,€13.2M,0,63kg,63,60,High/ Medium,27,2023,1,75,75,4,1878,6,22,4
,Normal (185+),Olympiacos CFP,187cm,187,185,"Jun 30, 2021",29,,22 Soares,Brazil,Forward,Right,€15.8M,0,82kg,82,80,Medium/ Medium,30,2023,1,76,76,3,1878,7.5,2,3
,Normal (170-185),ATK Mohun Bagan FC,173cm,173,170,"Jul 8, 2021",10,,H. Boumous,Morocco,Midfielder,Right,€2.7M,0,72kg,72,70,High/ Low,26,2026,1,70,71,4,1878,1.9,2,3
,Normal (170-185),Juventus,182cm,182,180,,18,"<a href=""/team/7/everton/"">Everton</a>",M. Kean,Italy,Forward,Right,,26,72kg,72,70,High/ Medium,22,,2,78,86,3,1878,32,41,3
,Lean (170-185),Suwon FC,177cm,177,175,"Jan 19, 2021",10,,Murilo Henrique,Brazil,Midfielder,Right,€2.5M,0,76kg,76,75,High/ Medium,27,2022,1,71,71,4,1878,2,6,3
,Normal (170-185),Ascoli,175cm,175,175,"Sep 16, 2020",77,,M. Büchel,Liechtenstein,Midfielder,Left,€1.8M,0,71kg,71,70,Medium/ Medium,31,2024,1,70,70,3,1878,1.1,3,3
,Normal (185+),Blackburn Rovers,188cm,188,185,"Jan 4, 2019",22,,B. Brereton Díaz,Chile,Midfielder,Right,€24.2M,9,75kg,75,75,High/ Medium,23,2023,1,75,82,3,1878,11.5,38,3
,Normal (170-185),FC Tokyo,183cm,183,180,"Jan 1, 2010",3,,22 M. Morishige,Japan,Defender,Right,€750K,0,79kg,79,75,Medium/ High,34,2023,1,71,71,2,1877,0.6,7,3
,Normal (170-185),Oxford United,180cm,180,180,"Jan 11, 2018",8,,C. Brannagan,England,Midfielder,Right,€3.7M,0,71kg,71,70,Medium/ Medium,26,2025,1,70,72,3,1877,2,8,3
,Lean (170-185),Feyenoord,183cm,183,180,"Jul 1, 2021",2,,M. Pedersen,Norway,Defender,Right,€15.3M,9,76kg,76,75,High/ Medium,22,2026,1,74,82,3,1877,9,8,4
,Normal (185+),FC Midtjylland,192cm,192,190,"Jul 1, 2021",14,,H. Dalsgaard,Denmark,Defender,Right,€2M,0,81kg,81,80,High/ Medium,32,2024,1,72,72,2,1877,1.5,18,3
,Lean (170-185),Karlsruher SC,183cm,183,180,"Oct 19, 2021",4,,22 R. van Rhijn,Netherlands,Defender,Right,€1.4M,0,72kg,72,70,Medium/ Medium,30,2022,1,67,67,3,1877,0.875,5,2
,Lean (170-185),KVC Westerlo,183cm,183,180,,11,"<a href=""/team/231/club-brugge-kv/"">Club Brugge KV</a>",M. De Cuyper,Belgium,Defender,Left,,0,72kg,72,70,High/ High,21,,1,69,80,2,1876,3,8,3
,Normal (185+),Feyenoord,187cm,187,185,"Jan 22, 2018",32,,19 R. van Persie,Netherlands,Midfielder,Left,€7.7M,0,71kg,71,70,Medium/ Low,34,2019,3,78,78,4,1876,5.5,20,3
,Lean (170-185),Club Deportivo Oriente Petrolero,175cm,175,175,"Jan 2, 2020",21,,R. Sánchez,Bolivia,Midfielder,Right,€3.6M,0,70kg,70,70,Medium/ High,25,2022,1,68,71,3,1876,1.6,0.5,3
,Normal (170-185),Al Fateh,184cm,184,180,"Sep 18, 2020",11,,M. Batna,Morocco,Forward,Left,€3.1M,0,77kg,77,75,High/ Low,32,2023,1,72,72,3,1876,1.9,23,5
,Stocky (170-185),Argentinos Juniors,175cm,175,175,"Jul 1, 2019",10,,22 G. Florentín,Argentina,Midfielder,Right,€4.1M,0,70kg,70,70,High/ Medium,22,2026,1,68,75,2,1876,2.4,5,3
,Lean (170-185),Club de Foot Montréal,180cm,180,180,"Jan 1, 2022",22,,A. Johnston,Canada,Midfielder,Right,€3.5M,0,77kg,77,75,Medium/ High,23,2023,1,70,74,2,1876,2.3,5,2
,Normal (170-185),Bahia,179cm,179,175,"Jul 3, 2013",55,,14 Rafael Miranda,Brazil,Midfielder,Left,,0,75kg,75,75,Medium/ High,28,2014,1,73,73,2,1876,1.2,25,3
,Lean (170-185),SD Huesca,184cm,184,180,"Aug 3, 2019",5,,22 Mosquera,Spain,Midfielder,Left,€1.5M,0,75kg,75,75,Medium/ Medium,33,2023,1,71,71,3,1875,0.925,8,3
,Normal (170-185),Burnley,175cm,175,175,,14,,C. Roberts,Wales,Defender,Right,€13.8M,0,76kg,76,75,High/ Medium,26,,1,75,78,3,1875,7,36,4
,Normal (185+),Portsmouth,188cm,188,185,"Jul 1, 2022",7,,M. Pack,England,Midfielder,Right,€1.7M,0,76kg,76,75,Medium/ High,31,2024,1,69,69,3,1875,0.975,6,3
,Normal (185+),AC Milan,185cm,185,185,"Jul 1, 2021",23,,F. Tomori,England,Defender,Right,€115M,52,79kg,79,75,Medium/ High,24,2025,2,84,90,2,1875,60.5,75,4
,Normal (185+),Urawa Red Diamonds,185cm,185,185,"Jul 1, 2021",2,,22 H. Sakai,Japan,Defender,Right,€2.9M,0,78kg,78,75,Medium/ Medium,31,2023,2,73,73,2,1875,2.2,10,2
,Normal (185+),Eintracht Frankfurt,185cm,185,185,"Jan 31, 2019",35,,Tuta,Brazil,Defender,Right,€25.7M,9,81kg,81,80,Medium/ Medium,22,2026,1,77,82,2,1875,14.5,23,2
,Lean (170-185),Derby County,176cm,176,175,"Jun 1, 2019",38,,J. Knight,Republic of Ireland,Defender,Right,€5.5M,0,72kg,72,70,High/ Medium,21,2023,1,69,76,2,1874,2.8,3,3
,Normal (170-185),1. FC Nürnberg,174cm,174,170,,6,"<a href=""/team/25/sport-club-freiburg/"">Sport-Club Freiburg</a>",L. Tempelmann,Germany,Midfielder,Right,,0,77kg,77,75,High/ Medium,23,,1,70,75,3,1874,2.4,13,3
,Normal (170-185),Flamengo,184cm,184,180,"Jun 20, 2022",9,,Oswaldinato,Brazil,Forward,Right,€45.9M,17,79kg,79,75,Medium/ Medium,30,2025,1,81,81,2,1874,25.5,54,3
,Normal (170-),Rayo Vallecano,167cm,167,165,"Jul 1, 2021",25,,Fran García,Spain,Defender,Left,€27.6M,9,69kg,69,65,High/ Medium,22,2025,1,75,83,3,1874,12,15,3
,Normal (185+),Tottenham Hotspur,185cm,185,185,,17,"<a href=""/team/39/atalanta/"">Atalanta</a>",C. Romero,Argentina,Defender,Right,,44,79kg,79,75,Medium/ High,24,,3,83,88,3,1874,49.5,55,2
,Lean (170-185),Ponte Preta,180cm,180,180,,84,"<a href=""/team/517/botafogo/"">Botafogo</a>",13 Somália,Brazil,Midfielder,Right,,0,74kg,74,70,Medium/ Medium,28,,1,68,68,3,1873,0.45,3,3
,Normal (170-185),Plymouth Argyle,184cm,184,180,"Jul 1, 2018",15,,C. Grant,England,Defender,Left,€2M,0,76kg,76,75,High/ Medium,27,2023,1,67,68,3,1873,1.1,5,3
,Unique,Inter,189cm,189,185,"Jul 1, 2018",6,,S. de Vrij,Netherlands,Defender,Right,€56.9M,26,78kg,78,75,Medium/ High,30,2023,3,84,84,2,1873,34.5,88,3
,Normal (170-185),Port Vale,183cm,183,180,"Jun 9, 2021",8,,B. Garrity,England,Midfielder,Right,€1.6M,0,74kg,74,70,High/ Medium,25,2023,1,65,66,3,1873,0.85,2,2
,Normal (185+),Preston North End,188cm,188,185,"Jan 3, 2019",44,,B. Potts,England,Defender,Right,€2.3M,0,81kg,81,80,High/ Medium,27,2024,1,68,68,3,1873,1.2,12,2
,Normal (170-185),Napoli,183cm,183,180,"Jul 1, 2022",77,,K. Kvaratskhelia,Georgia,Forward,Right,€18.1M,9,70kg,70,70,Medium/ Medium,21,2027,1,74,84,4,1873,9.5,33,5
,Normal (170-185),Casa Pia,173cm,173,170,"Oct 1, 2020",6,,Derick Poloni,Brazil,Defender,Left,€2.7M,0,63kg,63,60,Medium/ Medium,28,2022,1,69,69,2,1872,1.3,3,3
,Normal (170-185),Parma,175cm,175,175,"Jul 7, 2021",16,,Adrián Bernabé,Spain,Midfielder,Left,€7.6M,0,68kg,68,65,High/ Medium,21,2024,1,69,82,3,1871,3.4,2,3
,Normal (185+),Santos Laguna,188cm,188,185,"Jul 29, 2018",21,,22 Dória,Brazil,Defender,Left,€15.1M,0,82kg,82,80,High/ Medium,26,2025,1,76,79,2,1871,8.5,20,3
,Normal (185+),,190cm,190,190,,12,,K. Boudiaf,Qatar,Midfielder,Right,,0,85kg,85,85,Medium/ Medium,31,,1,72,72,3,1871,0,0,3
,Normal (170-185),Unión de Santa Fe,182cm,182,180,"Oct 31, 2020",28,,J. Portillo,Argentina,Midfielder,Right,€5.8M,0,75kg,75,75,Medium/ Medium,22,2024,1,70,78,2,1871,3.4,6,4
,Normal (170-185),US Salernitana 1919,180cm,180,180,"Jul 1, 2022",30,,P. Mazzocchi,Italy,Midfielder,Right,€3.2M,0,74kg,74,70,Medium/ Medium,26,2025,1,70,71,3,1870,1.7,13,3
,Normal (185+),Brighton & Hove Albion,185cm,185,185,"Oct 18, 2020",18,,D. Welbeck,England,Forward,Right,€9.1M,0,73kg,73,70,High/ High,31,2023,2,75,75,3,1870,4.8,58,3
,Lean (170-185),Montpellier Hérault SC,179cm,179,175,,77,"<a href=""/team/1887/vitoria-de-guimaraes/"">Vitória de Guimarães</a>",F. Sacko,Mali,Defender,Right,,0,68kg,68,65,High/ Medium,27,,1,74,75,3,1870,4.4,9,3
,Normal (170-185),BSC Young Boys,181cm,181,180,"Aug 26, 2017",10,,N. Moumi Ngamaleu,Cameroon,Midfielder,Right,€6.8M,0,74kg,74,70,Medium/ Medium,27,2023,1,74,74,3,1870,4.5,20,3
,Normal (170-185),SV Sandhausen,183cm,183,180,"Jul 1, 2022",10,,D. Kinsombi,Germany,Midfielder,Right,€2.7M,0,74kg,74,70,High/ Medium,26,2023,1,69,70,3,1870,1.6,5,3
,Lean (170-185),AZ Alkmaar,178cm,178,175,"Jan 1, 2020",18,,H. Evjen,Norway,Forward,Left,€8.2M,0,68kg,68,65,High/ High,22,2024,1,72,79,4,1869,4.8,8,2
,Normal (185+),Bari,185cm,185,185,,90,"<a href=""/team/48/napoli/"">Napoli</a>",M. Folorunsho,Italy,Midfielder,Right,,0,80kg,80,80,Medium/ Medium,24,,1,68,72,2,1869,1.7,15,3
,Normal (185+),Juventus,188cm,188,185,"Jul 20, 2022",3,,Bremer,Brazil,Defender,Right,€80.8M,44,82kg,82,80,High/ Medium,25,2027,1,83,87,2,1869,45.5,115,2
,Normal (170-185),1. FC Nürnberg,178cm,178,175,"Jul 1, 2019",15,,F. Nürnberger,Germany,Midfielder,Left,€4.5M,0,72kg,72,70,High/ Medium,22,2023,1,70,76,3,1869,2.5,7,2
,Normal (170-),Club Cerro Porteño,168cm,168,165,"Jan 1, 2020",15,,Á. Cardozo Lucena,Paraguay,Midfielder,Right,€4.1M,0,70kg,70,70,Medium/ Medium,27,2022,1,70,71,3,1869,1.8,0.6,3
,Lean (185+),VfB Stuttgart,188cm,188,185,"May 20, 2022",21,,H. Ito,Japan,Defender,Left,€6M,0,84kg,84,80,Medium/ Medium,23,2025,1,72,77,2,1869,3.2,14,3
,Normal (170-185),Djurgårdens IF,177cm,177,175,"Jan 8, 2018",13,,H. Finndell,Sweden,Midfielder,Right,€3.9M,0,74kg,74,70,Medium/ Medium,22,2024,1,68,79,2,1869,2.7,3,3
,Lean (170-185),Shakhtar Donetsk,171cm,171,170,"Jul 1, 2021",38,,22 Pedrinho,Brazil,Midfielder,Left,€21.6M,9,65kg,65,65,High/ Medium,23,2026,1,75,81,4,1868,9,0.9,3
